di,case_num,date,block,iucr,type,description,loc_descrip,arrest,domestic,beat,district,ward,community,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
22451,HZ250365,5/3/2016 21:08,074XX S MAPLEWOOD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,835,8,18,66,01A,1160663,1855290,2016,5/10/2016 15:56,41.7586063,-87.68674885,"(41.758606301, -87.686748849)"
22452,HZ249724,5/3/2016 14:00,049XX W MONROE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,01A,1143598,1899211,2016,5/10/2016 15:56,41.87946715,-87.74819558,"(41.879467146, -87.748195577)"
22453,HZ250314,5/4/2016 0:14,006XX E BOWEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,214,2,4,38,01A,1181350,1877623,2016,5/11/2016 15:50,41.8194384,-87.61024451,"(41.819438395, -87.610244508)"
22454,HZ250488,5/4/2016 0:01,008XX W 18TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1235,12,25,31,01A,1171236,1891624,2016,5/11/2016 15:50,41.85808595,-87.64693604,"(41.858085945, -87.646936043)"
22455,HZ235328,5/4/2016 15:10,076XX S SOUTH CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,411,4,5,45,01A,1186357,1854748,2016,5/11/2016 15:50,41.75655047,-87.59260005,"(41.756550472, -87.592600053)"
22456,HZ252854,5/6/2016 3:44,084XX S ST LAWRENCE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,632,6,6,44,01A,1181712,1849087,2016,5/13/2016 15:51,41.74112456,-87.60979737,"(41.741124557, -87.609797367)"
22457,HZ254226,5/6/2016 20:10,076XX S MARYLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,624,6,6,69,01A,1183225,1854568,2016,5/13/2016 15:51,41.75612996,-87.60408369,"(41.756129962, -87.604083694)"
22458,HZ254577,5/7/2016 2:14,074XX S UNION AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,732,7,17,68,01A,1172919,1855568,2016,5/14/2016 15:53,41.75910761,-87.64182333,"(41.759107606, -87.641823327)"
22459,HZ255530,5/7/2016 20:36,052XX S KOLIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,815,8,23,57,01A,1148254,1869436,2016,5/14/2016 15:53,41.79767217,-87.73186488,"(41.797672173, -87.731864881)"
22460,HZ255700,5/7/2016 23:45,004XX S CICERO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,24,25,01A,1144465,1897476,2016,5/14/2016 15:53,41.87468983,-87.74505572,"(41.874689829, -87.745055715)"
22415,HZ217559,4/8/2016 0:07,047XX W HURON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1111,11,28,25,01A,1144627,1904218,2016,4/15/2016 9:20,41.89318763,-87.744291,"(41.893187629, -87.744291004)"
22416,HZ217599,4/8/2016 0:56,057XX W GRAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2515,25,37,19,01A,1137560,1913770,2016,4/15/2016 9:20,41.91952967,-87.77001549,"(41.919529667, -87.77001549)"
22461,HZ256331,5/8/2016 16:00,034XX W ARTHINGTON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,24,27,01A,1153659,1895830,2016,5/15/2016 15:49,41.86999515,-87.71134284,"(41.86999515, -87.711342835)"
22462,HZ256216,5/8/2016 17:45,002XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1115,11,28,26,01A,1149097,1898598,2016,5/15/2016 15:49,41.87768035,-87.72801978,"(41.877680349, -87.728019783)"
22463,HZ255913,5/8/2016 5:46,049XX N LAKE SHORE DR NB,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2024,20,48,3,01A,1170465,1933226,2016,5/15/2016 15:49,41.97226092,-87.6485468,"(41.972260915, -87.648546802)"
22464,HZ256000,5/8/2016 9:35,076XX S PRAIRIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,623,6,6,69,01A,1179361,1854318,2016,5/15/2016 15:49,41.75553294,-87.61825192,"(41.755532941, -87.618251918)"
22473,HZ253080,5/7/2016 15:10,082XX S MARYLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,631,6,8,44,01A,1183336,1850629,2016,5/16/2016 15:48,41.74531835,-87.60379931,"(41.74531835, -87.603799307)"
22465,HZ256874,5/9/2016 1:30,045XX S DREXEL BLVD,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,221,2,4,39,01A,1182955,1875110,2016,5/16/2016 15:50,41.81250532,-87.604435,"(41.812505323, -87.604434996)"
22466,HZ257331,5/9/2016 12:18,030XX W JACKSON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1124,11,28,27,01A,1156211,1898534,2016,5/16/2016 15:50,41.87736408,-87.7019006,"(41.877364077, -87.701900603)"
22467,HZ257331,5/9/2016 12:18,030XX W JACKSON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1124,11,28,27,01A,1156211,1898534,2016,5/16/2016 15:50,41.87736408,-87.7019006,"(41.877364077, -87.701900603)"
22468,HZ259178,5/10/2016 18:25,077XX S ABERDEEN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,612,6,17,71,01A,1170325,1853503,2016,5/17/2016 15:49,41.7534978,-87.6513902,"(41.753497803, -87.651390199)"
22469,HZ253408,5/10/2016 0:00,035XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,1121,11,27,23,01A,1152482,1905105,2016,5/17/2016 15:49,41.89547004,-87.71541881,"(41.895470043, -87.715418807)"
22470,HZ259563,5/11/2016 0:52,074XX S INGLESIDE AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,323,3,8,69,01A,1183849,1855919,2016,5/18/2016 15:50,41.7598227,-87.60175479,"(41.759822703, -87.60175479)"
22471,HZ260932,5/11/2016 23:29,015XX W 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,734,7,17,67,01A,1167481,1857650,2016,5/18/2016 15:50,41.76493912,-87.66169378,"(41.764939117, -87.661693779)"
22472,HZ260932,5/11/2016 23:39,015XX W 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,734,7,17,67,01A,1167472,1857649,2016,5/18/2016 15:50,41.76493657,-87.6617268,"(41.764936566, -87.661726795)"
22490,HS277869,4/6/2016 0:01,016XX N MENARD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2531,25,29,25,01A,,,2016,5/18/2016 15:50,,,
22488,HZ245274,5/9/2016 0:01,068XX S SANGAMON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,723,7,17,68,01A,1171158,1859448,2016,5/19/2016 15:48,41.76979347,-87.64816403,"(41.769793473, -87.648164031)"
22474,HZ260932,5/12/2016 2:37,015XX W 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,734,7,17,67,01A,1167481,1857650,2016,5/19/2016 15:50,41.76493912,-87.66169378,"(41.764939117, -87.661693779)"
22475,HZ260994,5/12/2016 1:22,005XX W 126TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,523,5,9,53,01A,1174792,1821344,2016,5/19/2016 15:50,41.66515056,-87.63597474,"(41.665150556, -87.635974738)"
22314,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22316,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22317,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22318,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22319,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22476,HZ262777,5/13/2016 12:43,054XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,231,2,3,40,01A,1178528,1868856,2016,5/20/2016 15:54,41.79544568,-87.62086324,"(41.795445677, -87.62086324)"
22477,HZ263723,5/14/2016 0:13,012XX W GRENSHAW ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1231,12,2,28,01A,1168352,1895143,2016,5/21/2016 15:53,41.86780515,-87.65742036,"(41.867805152, -87.657420359)"
22478,HZ264446,5/14/2016 16:14,008XX N WALLER AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1511,15,29,25,01A,1138208,1904996,2016,5/21/2016 15:53,41.89544106,-87.76784713,"(41.895441064, -87.767847132)"
22479,HZ264420,5/14/2016 17:25,053XX W HARRISON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,01A,1140961,1896804,2016,5/21/2016 15:53,41.87291095,-87.75793761,"(41.872910954, -87.757937613)"
22480,HZ264691,5/14/2016 20:24,065XX S DR MARTIN LUTHER KING JR DR,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,TRUE,FALSE,312,3,20,69,01A,1180043,1861837,2016,5/21/2016 15:53,41.77615028,-87.61552262,"(41.776150283, -87.615522623)"
22481,HZ265106,5/15/2016 4:56,025XX S WHIPPLE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1033,10,12,30,01A,1156431,1887081,2016,5/22/2016 15:54,41.84593137,-87.70140235,"(41.845931371, -87.701402348)"
22482,HZ265167,5/15/2016 7:24,049XX W WASHINGTON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,01A,1143357,1900048,2016,5/22/2016 15:54,41.88176848,-87.74905958,"(41.881768482, -87.749059579)"
22483,HZ265551,5/15/2016 14:46,000XX N LOREL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,28,25,01A,1140719,1899738,2016,5/22/2016 15:54,41.88096668,-87.75875401,"(41.880966677, -87.758754007)"
22484,HZ265978,5/15/2016 21:16,015XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1012,10,24,29,01A,1149302,1892163,2016,5/22/2016 15:54,41.86001798,-87.72743384,"(41.860017984, -87.727433841)"
22485,HZ267429,5/16/2016 20:47,014XX W 111TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2234,22,34,75,01A,1168412,1831136,2016,5/23/2016 15:51,41.69216078,-87.65904267,"(41.692160782, -87.659042671)"
22486,HZ267495,5/16/2016 22:50,043XX N ELSTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1722,17,39,16,01A,1148802,1928589,2016,5/23/2016 15:51,41.95998418,-87.72832609,"(41.959984181, -87.728326087)"
22487,HZ194083,5/16/2016 17:05,049XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,933,9,20,61,01A,1167163,1872225,2016,5/23/2016 15:51,41.80494152,-87.66244251,"(41.804941518, -87.662442511)"
22489,HZ267504,5/16/2016 23:35,015XX W WALTON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1213,12,27,24,01A,1165932,1906427,2016,5/23/2016 15:51,41.89882127,-87.66598243,"(41.89882127, -87.665982433)"
22491,HZ268823,5/17/2016 21:54,040XX W KAMERLING AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2534,25,27,23,01A,1149242,1908687,2016,5/24/2016 16:07,41.90536283,-87.7272257,"(41.905362833, -87.7272257)"
22492,HZ269169,5/18/2016 9:33,054XX W WALTON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1524,15,37,25,01A,1139834,1905800,2016,5/25/2016 15:59,41.89761777,-87.76185547,"(41.897617774, -87.761855466)"
22493,HZ269856,5/18/2016 18:13,058XX W AUGUSTA BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1511,15,29,25,01A,1136925,1906063,2016,5/25/2016 15:59,41.89839215,-87.77253374,"(41.898392154, -87.772533743)"
22494,HZ270888,5/19/2016 13:10,061XX S EVANS AVE,110,HOMICIDE,FIRST DEGREE MURDER,ABANDONED BUILDING,TRUE,FALSE,313,3,20,42,01A,1182278,1864461,2016,8/14/2016 15:47,41.7832993,-87.60724814,"(41.783299299, -87.607248137)"
22495,HZ271793,5/20/2016 5:55,069XX S PRAIRIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,322,3,6,69,01A,1179239,1859091,2016,5/27/2016 15:48,41.76863335,-87.61855367,"(41.768633353, -87.618553668)"
22432,HZ235434,4/22/2016 1:48,020XX W 51ST ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,932,9,16,61,01A,1163451,1870837,2016,5/28/2016 15:49,41.80121138,-87.67609549,"(41.801211381, -87.676095489)"
22497,HZ273076,5/21/2016 0:59,000XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,225,2,3,40,01A,1177127,1868423,2016,5/28/2016 15:51,41.79428923,-87.62601377,"(41.794289231, -87.626013772)"
22499,HZ274048,5/21/2016 20:04,070XX S CARPENTER ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,733,7,17,68,01A,1170529,1858153,2016,5/28/2016 15:51,41.76625356,-87.65050735,"(41.766253559, -87.650507353)"
22501,HZ275089,5/22/2016 16:45,069XX S WABASH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,322,3,6,69,01A,1177921,1859108,2016,5/29/2016 15:49,41.76870996,-87.62338425,"(41.768709958, -87.623384245)"
22502,HZ278320,5/24/2016 21:00,057XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,232,2,20,40,01A,1179463,1867023,2016,5/31/2016 15:53,41.79039444,-87.61749057,"(41.790394439, -87.617490568)"
22503,HZ280709,5/26/2016 15:21,011XX W 63RD ST,110,HOMICIDE,FIRST DEGREE MURDER,BARBER SHOP/BEAUTY SALON,FALSE,FALSE,724,7,16,68,01A,1169630,1863017,2016,6/2/2016 15:54,41.77962051,-87.65366162,"(41.779620514, -87.653661615)"
22504,HZ281378,5/27/2016 0:50,072XX S ABERDEEN ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,733,7,17,68,01A,1170234,1856845,2016,6/3/2016 15:49,41.76267066,-87.65162663,"(41.762670663, -87.65162663)"
22506,HZ282115,5/27/2016 14:50,067XX S LOOMIS BLVD,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,725,7,17,67,01A,1168161,1859932,2016,6/3/2016 15:49,41.77118662,-87.65913582,"(41.771186622, -87.659135818)"
22507,HZ282773,5/27/2016 23:34,037XX W 75TH PL,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,833,8,18,70,01A,1152749,1854456,2016,6/3/2016 15:49,41.75647724,-87.71577532,"(41.756477235, -87.715775322)"
22508,HZ282911,5/28/2016 2:59,051XX N LAKE SHORE DR NB,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2024,20,48,3,01A,1170128,1934428,2016,6/4/2016 15:49,41.97556662,-87.64975073,"(41.975566618, -87.649750731)"
22509,HZ283010,5/28/2016 5:28,063XX W MONTROSE AVE,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,TRUE,FALSE,1622,16,38,15,01A,1133093,1928573,2016,6/4/2016 15:49,41.9602301,-87.78608096,"(41.960230099, -87.786080959)"
22510,HZ283676,5/28/2016 17:29,002XX W ROOT ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,925,9,3,37,01A,1175221,1877452,2016,6/4/2016 15:49,41.81910849,-87.63273307,"(41.819108491, -87.632733067)"
22511,HZ286621,5/30/2016 23:20,051XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,231,2,3,40,01A,1179362,1871088,2016,6/6/2016 15:50,41.80155148,-87.61773683,"(41.801551479, -87.617736828)"
22512,HZ286618,5/30/2016 23:44,064XX N ROCKWELL ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2412,24,50,2,01A,1157820,1942633,2016,6/6/2016 15:50,41.99834208,-87.69478671,"(41.998342083, -87.694786705)"
22513,HZ288131,5/31/2016 22:47,089XX S EXCHANGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,423,4,10,46,01A,1197316,1846356,2016,6/7/2016 15:57,41.73325624,-87.55271722,"(41.733256241, -87.552717215)"
22300,HZ131333,1/28/2016 5:39,030XX S WABASH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,133,1,2,35,01A,1177225,1884728,2016,2/4/2016 6:53,41.83902935,-87.62516167,"(41.839029346, -87.625161665)"
22295,HZ129324,1/26/2016 12:22,132XX S RIVERDALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,533,5,9,54,01A,1181794,1817578,2016,2/2/2016 15:58,41.65465775,-87.61046586,"(41.654657746, -87.610465855)"
22297,HZ129627,1/26/2016 16:40,000XX S LEAMINGTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,01A,1142141,1899418,2016,2/2/2016 15:58,41.88006231,-87.75354039,"(41.880062314, -87.753540389)"
22298,HT626172,1/26/2016 0:00,060XX S FRANCISCO AVE,110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,FALSE,FALSE,823,8,15,66,01A,1158080,1864510,2016,2/2/2016 15:58,41.78396023,-87.69596501,"(41.78396023, -87.69596501)"
22420,HZ216949,4/9/2016 0:00,034XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1121,11,27,23,01A,1153098,1905117,2016,4/16/2016 15:50,41.89549078,-87.71315605,"(41.895490776, -87.713156054)"
22301,HZ133462,1/29/2016 20:14,051XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1531,15,37,25,01A,1141718,1907505,2016,2/5/2016 15:49,41.90226185,-87.75489343,"(41.902261847, -87.754893433)"
22418,HZ220302,4/10/2016 5:05,000XX W 111TH ST,110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,FALSE,FALSE,522,5,34,49,01A,1177873,1831361,2016,4/17/2016 15:52,41.69256976,-87.62439788,"(41.692569761, -87.624397882)"
22419,HZ220534,4/10/2016 11:43,065XX S FAIRFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,831,8,15,66,01A,1159170,1861157,2016,4/17/2016 15:52,41.77473688,-87.69206031,"(41.774736881, -87.692060313)"
22305,HZ126483,1/29/2016 18:43,068XX N SHERIDAN RD,110,HOMICIDE,FIRST DEGREE MURDER,ELEVATOR,TRUE,FALSE,2431,24,49,1,01A,1166977,1945471,2016,2/6/2016 15:43,42.00593728,-87.66101923,"(42.005937282, -87.661019227)"
22421,HZ222268,4/11/2016 20:13,028XX S KEDVALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1031,10,22,30,01A,1149176,1884884,2016,4/18/2016 15:53,41.84004592,-87.72808468,"(41.840045924, -87.728084679)"
22424,HZ222277,4/13/2016 2:47,057XX S ARTESIAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,824,8,16,63,01A,1161019,1866475,2016,4/20/2016 15:55,41.78929217,-87.68513516,"(41.789292167, -87.685135163)"
22417,HZ218525,4/9/2016 17:37,054XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,815,8,23,62,01A,1149960,1868201,2016,4/22/2016 15:50,41.79425022,-87.72564065,"(41.794250219, -87.725640648)"
22406,HZ179790,3/20/2016 13:35,088XX S WOOD ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2221,22,21,71,01A,,,2016,4/3/2016 15:49,,,
22302,HZ133792,1/30/2016 1:13,059XX S BISHOP ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,713,7,16,67,01A,1167680,1865405,2016,2/6/2016 15:45,41.78621555,-87.66074208,"(41.786215552, -87.660742079)"
22303,HZ133857,1/30/2016 2:55,045XX W WASHINGTON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,26,01A,1146222,1900113,2016,2/6/2016 15:45,41.88189284,-87.7385376,"(41.881892843, -87.738537596)"
22304,HZ134864,1/30/2016 23:14,011XX N SPRINGFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,01A,1150174,1907398,2016,2/6/2016 15:45,41.90180757,-87.72383577,"(41.901807567, -87.723835772)"
22308,HZ136386,2/1/2016 5:38,090XX S MAY ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,2222,22,21,73,01A,1170243,1844779,2016,10/2/2016 15:47,41.72955973,-87.65194384,"(41.729559728, -87.651943841)"
22309,HZ138402,2/2/2016 22:33,081XX S HOUSTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,422,4,7,46,01A,1197905,1851505,2016,2/9/2016 15:49,41.74737081,-87.55038786,"(41.747370809, -87.550387856)"
22310,HZ138288,2/2/2016 20:57,034XX W FLOURNOY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,TRUE,1133,11,24,27,01A,1153492,1896818,2016,2/9/2016 15:49,41.87270965,-87.71192969,"(41.872709648, -87.711929688)"
22422,HZ226455,4/15/2016 0:09,065XX S WESTERN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,832,8,15,66,01A,1161496,1861283,2016,4/22/2016 15:52,41.77503473,-87.68353002,"(41.775034731, -87.683530015)"
22423,HZ227783,4/15/2016 23:38,074XX S EGGLESTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,FALSE,FALSE,732,7,17,68,01A,1174583,1855541,2016,4/22/2016 15:52,41.75899665,-87.63572567,"(41.758996647, -87.635725667)"
22311,HZ138606,2/3/2016 8:53,050XX W FERDINAND ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1532,15,28,25,01A,1142851,1902808,2016,2/10/2016 15:53,41.88935169,-87.75084883,"(41.889351694, -87.750848831)"
22312,HZ140530,2/4/2016 17:40,037XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,FALSE,FALSE,2535,25,27,23,01A,1151031,1907736,2016,2/11/2016 15:47,41.90271832,-87.72067902,"(41.902718321, -87.720679015)"
22315,HZ139824,2/4/2016 8:50,017XX W CERMAK RD,110,HOMICIDE,FIRST DEGREE MURDER,LAUNDRY ROOM,FALSE,TRUE,1034,10,25,31,01A,1165218,1889459,2016,2/11/2016 15:47,41.85227488,-87.66908723,"(41.852274879, -87.66908723)"
22320,HZ140658,2/4/2016 23:13,059XX W LE MOYNE ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2531,25,29,25,01A,1136662,1909369,2016,2/11/2016 15:47,41.90746894,-87.77342049,"(41.90746894, -87.773420485)"
22313,HZ140230,2/4/2016 13:00,057XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,824,8,16,63,01A,1158688,1866540,2016,5/20/2016 15:52,41.78951844,-87.69368047,"(41.789518444, -87.693680468)"
22321,HZ142006,2/6/2016 0:08,071XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,323,3,6,69,01A,1179713,1857818,2016,4/9/2016 15:46,41.76512928,-87.61685511,"(41.765129284, -87.616855105)"
22322,HZ143553,2/7/2016 13:06,039XX W AUGUSTA BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,01A,1150049,1906389,2016,2/14/2016 15:45,41.89904121,-87.72432123,"(41.899041206, -87.724321226)"
22323,HZ144354,2/8/2016 11:58,069XX S MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,735,7,17,67,01A,1166540,1858733,2016,2/15/2016 15:50,41.76793112,-87.66511198,"(41.767931124, -87.665111982)"
22330,HZ143135,2/10/2016 0:00,076XX S DAMEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,611,6,18,71,01A,1164351,1853976,2016,2/23/2016 15:50,41.75492364,-87.67326949,"(41.754923637, -87.673269489)"
22324,HZ148321,2/11/2016 17:55,011XX N SPRINGFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1112,11,27,23,01A,1150176,1907324,2016,2/18/2016 15:48,41.90160447,-87.72383036,"(41.901604465, -87.723830357)"
22333,HZ153144,2/16/2016 9:05,049XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2533,25,37,25,01A,1143116,1907533,2016,5/13/2016 15:49,41.9023127,-87.7497576,"(41.9023127, -87.749757603)"
22334,HZ153871,2/16/2016 20:25,017XX W CERMAK RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1034,10,25,31,01A,1165243,1889460,2016,2/23/2016 15:52,41.85227709,-87.66899545,"(41.852277092, -87.668995445)"
22339,HZ153417,2/16/2016 12:15,011XX E 85TH ST,110,HOMICIDE,FIRST DEGREE MURDER,RAILROAD PROPERTY,FALSE,FALSE,412,4,8,45,01A,1185581,1848749,2016,2/23/2016 15:52,41.74010691,-87.5956324,"(41.74010691, -87.595632399)"
22425,HZ227783,4/16/2016 2:11,074XX S EGGLESTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,FALSE,FALSE,732,7,17,68,01A,1174583,1855541,2016,4/23/2016 15:53,41.75899665,-87.63572567,"(41.758996647, -87.635725667)"
