di,case_num,date,block,iucr,type,description,loc_descrip,arrest,domestic,beat,district,ward,community,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
22871,HZ486151,10/24/2016 5:33,019XX N KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2534,25,30,20,01A,1148740,1912604,2016,10/31/2016 15:49,41.91612118,-87.72896834,"(41.916121184, -87.728968343)"
22872,HZ487396,10/24/2016 17:49,039XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2535,25,27,23,01A,1149681,1907712,2016,10/31/2016 15:49,41.90267881,-87.72563847,"(41.902678812, -87.725638467)"
22890,HN329056,10/24/2016 0:01,051XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,231,2,3,40,01A,1179366,1870935,2016,10/31/2016 15:49,41.80113154,-87.61772683,"(41.801131542, -87.61772683)"
22874,HZ488115,10/25/2016 9:20,014XX S AVERS AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,1011,10,24,29,01A,1150945,1892794,2016,11/1/2016 15:51,41.86171755,-87.72138627,"(41.861717546, -87.721386272)"
22875,HZ489086,10/25/2016 23:15,008XX N WOLCOTT AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,1212,12,1,24,01A,1163579,1905781,2016,11/1/2016 15:51,41.8970985,-87.67464309,"(41.897098497, -87.67464309)"
22876,HZ490125,10/26/2016 16:00,044XX N RACINE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1913,19,46,3,01A,1167489,1929640,2016,11/2/2016 15:49,41.96248556,-87.65959369,"(41.962485564, -87.659593692)"
22877,HZ490465,10/26/2016 19:16,009XX N RACINE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1213,12,27,24,01A,1168217,1906702,2016,11/2/2016 15:49,41.89952681,-87.65758182,"(41.899526807, -87.657581818)"
22908,HZ467048,10/9/2016 4:20,031XX S CENTRAL PARK AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1032,10,22,30,01A,,,2016,11/2/2016 15:49,,,
22878,HZ490739,10/27/2016 0:18,010XX N WILLARD CT,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1213,12,27,24,01A,1167861,1906884,2016,11/3/2016 15:49,41.90003391,-87.65888414,"(41.900033914, -87.658884142)"
22879,HZ491754,10/27/2016 18:56,035XX W POLK ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,24,27,01A,1152951,1896142,2016,11/3/2016 15:49,41.87086536,-87.71393387,"(41.870865361, -87.713933868)"
22881,HZ493243,10/28/2016 22:58,049XX W SUPERIOR ST,110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,FALSE,FALSE,1531,15,37,25,01A,1143211,1904513,2016,11/4/2016 15:51,41.8940237,-87.74948414,"(41.894023701, -87.74948414)"
22882,HZ493319,10/28/2016 23:02,019XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,FALSE,FALSE,932,9,16,61,01A,1164157,1868187,2016,11/4/2016 15:51,41.79392461,-87.67358092,"(41.793924612, -87.673580917)"
22883,HZ493319,10/28/2016 23:02,019XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,FALSE,FALSE,932,9,16,61,01A,1164157,1868187,2016,11/4/2016 15:51,41.79392461,-87.67358092,"(41.793924612, -87.673580917)"
22887,HZ492467,10/28/2016 21:00,064XX S DAMEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,726,7,15,67,01A,1164134,1861964,2016,11/4/2016 15:51,41.77684838,-87.67384029,"(41.776848381, -87.673840285)"
22884,HZ493402,10/29/2016 1:03,078XX S SOUTH SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,01A,1197842,1854031,2016,11/5/2016 15:47,41.75430391,-87.55053449,"(41.754303906, -87.550534489)"
22885,HZ493460,10/29/2016 3:15,005XX S CENTRAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,01A,1139141,1897023,2016,11/5/2016 15:47,41.8735452,-87.76461446,"(41.873545204, -87.764614459)"
22886,HZ493415,10/29/2016 1:30,012XX W 79TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,FALSE,FALSE,612,6,21,71,01A,1169196,1852391,2016,11/5/2016 15:47,41.75047081,-87.65555967,"(41.750470807, -87.655559674)"
22891,HZ494305,10/29/2016 17:14,002XX S KOSTNER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1115,11,28,26,01A,1147095,1898548,2016,11/5/2016 15:47,41.87758165,-87.73537196,"(41.877581653, -87.735371961)"
22892,HZ492490,10/29/2016 18:02,027XX N CENTRAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2514,25,30,19,01A,1138565,1917823,2016,11/5/2016 15:47,41.93063337,-87.76622444,"(41.930633368, -87.766224435)"
22893,HZ494557,10/29/2016 20:05,047XX S KOMENSKY AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,815,8,14,57,01A,1150161,1872843,2016,11/5/2016 15:47,41.80698466,-87.72478307,"(41.806984657, -87.724783067)"
22894,HZ494532,10/29/2016 19:45,084XX S HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,614,6,18,71,01A,1166148,1848709,2016,11/5/2016 15:47,41.74043221,-87.66683349,"(41.740432213, -87.666833487)"
22895,HZ494787,10/30/2016 0:59,034XX W HIRSCH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1422,14,26,23,01A,1153118,1909095,2016,11/6/2016 15:51,41.90640639,-87.71297695,"(41.906406388, -87.712976948)"
22896,HZ494803,10/30/2016 1:19,079XX S VERNON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,624,6,6,44,01A,1180622,1852384,2016,11/6/2016 15:51,41.75019698,-87.61368999,"(41.750196978, -87.61368999)"
22897,HZ494886,10/30/2016 3:38,022XX W JACKSON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1225,12,2,28,01A,1161646,1898661,2016,11/6/2016 15:51,41.87760112,-87.68194122,"(41.87760112, -87.681941224)"
22899,HZ494906,10/30/2016 4:46,004XX W EVERGREEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1821,18,27,8,01A,1172929,1909277,2016,11/6/2016 15:51,41.90648959,-87.64019839,"(41.906489594, -87.640198387)"
22898,HZ494869,10/30/2016 3:06,107XX S HOXIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,TRUE,434,4,10,51,01A,1195226,1834256,2016,11/21/2016 15:49,41.70010446,-87.5607715,"(41.700104464, -87.560771495)"
22900,HZ494906,10/30/2016 3:45,004XX W EVERGREEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1821,18,27,8,01A,1172929,1909277,2016,11/6/2016 15:51,41.90648959,-87.64019839,"(41.906489594, -87.640198387)"
22901,HZ494522,10/30/2016 3:37,011XX W 57TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,712,7,16,68,01A,1169518,1866994,2016,11/6/2016 15:51,41.7905363,-87.65395702,"(41.7905363, -87.653957017)"
22902,HZ496076,10/31/2016 4:09,011XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,712,7,16,68,01A,1169495,1868187,2016,11/7/2016 15:52,41.79381053,-87.65400679,"(41.793810528, -87.654006786)"
22903,HZ497087,10/31/2016 20:00,011XX W WILSON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1913,19,46,3,01A,1167612,1930696,2016,11/7/2016 15:52,41.96538061,-87.65911092,"(41.96538061, -87.659110921)"
22907,HZ451210,10/31/2016 13:01,003XX E 81ST ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,623,6,6,44,01A,1179611,1851364,2016,11/7/2016 15:52,41.74742113,-87.61742582,"(41.747421126, -87.617425815)"
22909,HZ496623,10/31/2016 13:15,122XX S GREEN ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,524,5,34,53,01A,1172876,1823681,2016,11/7/2016 15:52,41.67160601,-87.64291803,"(41.671606006, -87.642918034)"
22904,HZ497445,11/1/2016 1:00,111XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,531,5,9,49,01A,1178790,1831249,2016,11/8/2016 15:49,41.69224166,-87.621044,"(41.692241657, -87.621043998)"
22905,HZ497510,11/1/2016 2:58,006XX N RIDGEWAY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1122,11,27,23,01A,1151271,1904072,2016,11/8/2016 15:49,41.89265923,-87.71989368,"(41.892659233, -87.719893677)"
22906,HZ498768,11/1/2016 22:05,067XX S WOLCOTT AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,726,7,15,67,01A,1164850,1859933,2016,11/8/2016 15:49,41.77125995,-87.67127276,"(41.771259949, -87.671272764)"
22913,HZ497841,11/1/2016 18:30,018XX W 58TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,715,6,15,67,01A,1165389,1848306,2016,11/16/2016 15:50,41.73934242,-87.66962578,"(41.739342418, -87.669625777)"
22910,HZ499993,11/2/2016 19:55,071XX S RHODES AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,323,3,6,69,01A,1181140,1857864,2016,11/9/2016 16:17,41.76522278,-87.61162336,"(41.765222776, -87.611623357)"
22911,HZ500144,11/2/2016 21:52,073XX S MAPLEWOOD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,835,8,18,66,01A,1160647,1855864,2016,11/9/2016 16:17,41.76018177,-87.68679168,"(41.760181773, -87.686791677)"
22912,HZ500019,11/2/2016 19:30,030XX W FIFTH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1124,11,28,27,01A,1156297,1899353,2016,11/9/2016 16:17,41.87960976,-87.7015627,"(41.879609758, -87.701562697)"
22917,HZ492360,11/2/2016 8:22,034XX W LEXINGTON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,24,27,01A,1153461,1896486,2016,11/9/2016 16:17,41.87179922,-87.71205233,"(41.87179922, -87.712052326)"
22919,HZ497841,11/2/2016 16:45,018XX W 58TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,FALSE,FALSE,715,7,15,67,01A,1164899,1866212,2016,11/9/2016 16:17,41.78848931,-87.67091584,"(41.788489307, -87.670915842)"
22918,HZ501340,11/3/2016 18:20,048XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,933,9,20,61,01A,1167150,1872741,2016,11/10/2016 15:59,41.80635776,-87.66247542,"(41.806357759, -87.662475418)"
22920,HZ501615,11/3/2016 23:11,050XX W CONCORD PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2533,25,37,25,01A,1142545,1910501,2016,11/10/2016 15:59,41.91046786,-87.75178109,"(41.910467863, -87.751781089)"
10740595,HZ500417,11/3/2016 3:56,025XX N WESTERN AVE,142,HOMICIDE,RECKLESS HOMICIDE,STREET,FALSE,FALSE,1431,14,1,22,01B,1159920,1917167,2016,11/11/2016 15:50,41.92841884,-87.6877673,"(41.928418844, -87.687767302)"
22914,HZ500244,11/3/2016 0:08,080XX S SOUTH SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,TRUE,422,4,7,46,01A,1198550,1852199,2016,11/11/2016 15:47,41.74925907,-87.54800124,"(41.749259065, -87.548001237)"
22916,HZ500244,11/3/2016 0:08,080XX S SOUTH SHORE DR,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,TRUE,422,4,7,46,01A,1198550,1852199,2016,11/11/2016 15:47,41.74925907,-87.54800124,"(41.749259065, -87.548001237)"
22921,HZ502205,11/4/2016 14:34,089XX S PARNELL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2223,22,21,71,01A,1174201,1845636,2016,11/11/2016 15:50,41.73182456,-87.63741926,"(41.731824557, -87.637419257)"
22922,HZ502487,11/4/2016 17:41,047XX W CONGRESS PKWY,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1131,11,24,25,01A,1144813,1897272,2016,11/11/2016 15:50,41.87412348,-87.74378314,"(41.874123475, -87.743783138)"
22923,HZ502923,11/4/2016 23:11,001XX E 75TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,623,6,6,69,01A,1178638,1855322,2016,11/11/2016 15:50,41.75830449,-87.62087104,"(41.75830449, -87.620871042)"
22924,HZ503024,11/5/2016 1:30,059XX S WINCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,714,7,15,67,01A,1164375,1865220,2016,11/12/2016 15:48,41.7857782,-87.6728651,"(41.785778195, -87.672865102)"
22925,HZ503055,11/5/2016 1:59,082XX S STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,631,6,6,44,01A,1177732,1850157,2016,11/12/2016 15:48,41.74415167,-87.62434741,"(41.744151668, -87.62434741)"
22926,HZ504254,11/5/2016 22:41,011XX W 98TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2223,22,21,73,01A,1170583,1839773,2016,11/12/2016 15:48,41.71581514,-87.65084371,"(41.71581514, -87.650843713)"
22927,HZ503758,11/5/2016 16:07,101XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2232,22,34,73,01A,1172770,1837512,2016,11/12/2016 15:48,41.70956277,-87.64290026,"(41.709562773, -87.642900256)"
22928,HZ504359,11/6/2016 0:42,056XX S KOLMAR AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,813,8,13,62,01A,1146990,1866852,2016,11/13/2016 15:47,41.79060545,-87.73656601,"(41.790605445, -87.736566013)"
22929,HZ505181,11/6/2016 17:40,049XX W WEST END AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1532,15,28,25,01A,1143512,1900531,2016,11/13/2016 15:47,41.883091,-87.74847833,"(41.883090995, -87.748478329)"
22930,HZ505589,11/6/2016 23:37,083XX S COTTAGE GROVE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,632,6,6,44,01A,1183012,1849848,2016,11/13/2016 15:47,41.74318273,-87.60501071,"(41.743182732, -87.605010707)"
22931,HZ505025,11/6/2016 22:27,111XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,531,5,9,49,01A,1178795,1830956,2016,11/13/2016 15:47,41.69143751,-87.62103456,"(41.69143751, -87.621034563)"
22932,HZ506456,11/7/2016 15:50,046XX W LAKE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,25,01A,1145326,1901742,2016,11/14/2016 15:59,41.88638,-87.7417865,"(41.886380004, -87.741786497)"
22933,HZ506884,11/7/2016 22:42,005XX S LOCKWOOD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,01A,1141094,1897071,2016,11/14/2016 15:59,41.87364119,-87.75744272,"(41.873641189, -87.757442724)"
22934,HZ506893,11/7/2016 21:10,038XX W AUGUSTA BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1112,11,27,23,01A,1150702,1906399,2016,11/14/2016 15:59,41.8990559,-87.7219225,"(41.899055902, -87.7219225)"
22951,HZ408788,8/27/2016 9:16,054XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,934,9,16,61,01A,,,2016,11/16/2016 15:52,,,
22936,HZ504521,11/8/2016 9:39,033XX W 47TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,821,8,14,58,01A,1154724,1873271,2016,11/15/2016 15:54,41.80806927,-87.70803582,"(41.808069268, -87.70803582)"
22937,HZ507487,11/8/2016 12:18,047XX S HONORE ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,931,9,20,61,01A,1164818,1873158,2016,11/15/2016 15:54,41.80755169,-87.67101661,"(41.807551687, -87.671016607)"
22950,HZ408788,8/27/2016 9:16,054XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,934,9,16,61,01A,,,2016,11/16/2016 15:52,,,
22952,HZ408788,8/27/2016 9:16,054XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,934,9,16,61,01A,,,2016,11/16/2016 15:52,,,
22938,HZ509450,11/9/2016 23:33,024XX S SPRINGFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1013,10,22,30,01A,1150765,1887466,2016,11/17/2016 15:52,41.84710039,-87.72218623,"(41.847100385, -87.722186231)"
22939,HZ510244,11/10/2016 18:00,013XX S HOMAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1021,10,24,29,01A,1153918,1893424,2016,11/17/2016 15:55,41.86338767,-87.71045605,"(41.863387668, -87.710456054)"
22940,HZ512148,11/12/2016 1:45,068XX S SPRINGFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,833,8,13,65,01A,1151543,1859144,2016,11/19/2016 15:49,41.76936555,-87.72007265,"(41.76936555, -87.720072646)"
22941,HZ512201,11/12/2016 3:53,001XX S CALIFORNIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1124,11,2,27,01A,1157742,1899470,2016,11/19/2016 15:49,41.87990151,-87.69625367,"(41.879901506, -87.696253666)"
22942,HZ513356,11/13/2016 2:37,048XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,FALSE,FALSE,1533,15,28,25,01A,1144203,1899587,2016,11/20/2016 15:47,41.8804876,-87.74596464,"(41.880487595, -87.745964635)"
22943,HZ514151,11/13/2016 19:30,072XX S PHILLIPS AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,FALSE,FALSE,334,3,7,43,01A,1193732,1857463,2016,11/20/2016 15:47,41.76382321,-87.56548376,"(41.763823209, -87.565483757)"
22949,HZ509005,11/13/2016 7:00,034XX W MONROE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1123,11,28,27,01A,1153509,1899322,2016,11/20/2016 15:47,41.87958055,-87.7118007,"(41.879580552, -87.711800699)"
22944,HZ514585,11/14/2016 8:46,097XX S LAFAYETTE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,511,5,21,49,01A,1176802,1840056,2016,11/21/2016 15:51,41.7164542,-87.62805827,"(41.716454195, -87.628058268)"
22945,HZ514444,11/14/2016 4:32,025XX W 47TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,12,58,01A,1160070,1873422,2016,11/21/2016 15:51,41.80837522,-87.68842375,"(41.808375223, -87.688423751)"
22946,HZ514995,11/14/2016 17:36,009XX N KEDVALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1111,11,37,23,01A,1148547,1905913,2016,11/21/2016 15:51,41.89776414,-87.72985037,"(41.897764138, -87.729850367)"
22957,HZ476184,11/14/2016 7:00,006XX W 43RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,925,9,11,61,01A,1172565,1876383,2016,11/21/2016 15:51,41.81623407,-87.64250776,"(41.816234066, -87.642507764)"
22947,HZ515786,11/15/2016 7:19,013XX W 108TH PL,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,2234,22,34,75,01A,1169362,1832816,2016,11/22/2016 15:51,41.69675052,-87.65551617,"(41.696750515, -87.655516174)"
22948,HZ516308,11/15/2016 14:14,023XX S WHIPPLE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1033,10,12,30,01A,1156394,1888277,2016,11/22/2016 15:51,41.84921408,-87.70150584,"(41.849214079, -87.701505842)"
22953,HZ362044,7/24/2016 9:07,008XX N WALLER AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,1511,15,29,25,01A,,,2016,11/23/2016 15:46,,,
22954,HZ517017,11/16/2016 4:55,066XX S WASHTENAW AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,831,8,15,66,01A,1159519,1860503,2016,11/23/2016 15:49,41.77293506,-87.69079884,"(41.772935062, -87.690798836)"
22955,HZ518019,11/16/2016 19:04,026XX W LUTHER ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1034,10,12,30,01A,1159120,1887535,2016,11/23/2016 15:49,41.84712248,-87.69152144,"(41.847122477, -87.691521441)"
22956,HZ518164,11/16/2016 20:40,052XX W QUINCY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1522,15,29,25,01A,1141544,1898501,2016,11/23/2016 15:49,41.877557,-87.75575519,"(41.877556996, -87.75575519)"
22959,HZ518444,11/17/2016 4:48,042XX S RACINE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,924,9,11,61,01A,1169059,1876568,2016,11/24/2016 15:48,41.81681835,-87.65536315,"(41.816818351, -87.655363145)"
22960,HZ518797,11/17/2016 12:21,083XX S HAMILTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,614,6,18,71,01A,1163480,1849359,2016,11/24/2016 15:48,41.7422722,-87.67659062,"(41.742272199, -87.676590616)"
22961,HZ518954,11/17/2016 14:00,113XX S EDBROOKE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,531,5,9,49,01A,1179224,1829773,2016,11/24/2016 15:48,41.68818144,-87.61949985,"(41.688181442, -87.619499848)"
22962,HZ519714,11/17/2016 22:46,004XX E 107TH ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,512,5,9,49,01A,1181006,1834102,2016,11/24/2016 15:48,41.70002011,-87.61284357,"(41.700020108, -87.612843569)"
